_id,stockTicker,stockName,currentPrice,marketCap,sector
2863,SVVC,"Firsthand Technology Value Fund, Inc.",10.24,74773975.04,n/a
2864,SWIN,ALPS/Dorsey Wright Sector Momentum ETF,30.96,10836061.92,n/a
2865,SWIR,"Sierra Wireless, Inc.",19.55,701092520.5,Technology
2866,SWKS,"Skyworks Solutions, Inc.",103.15,18821522418.7,Technology
2867,SYBT,"Stock Yards Bancorp, Inc.",36.5,827783500,Finance
2868,SYBX,"Synlogic, Inc.",9.82,159921361.22,n/a
2869,SYKE,"Sykes Enterprises, Incorporated",31.19,1337973835.94,Technology
2870,SYMC,Symantec Corporation,27.36,16962709188.96,Technology
2871,SYNA,Synaptics Incorporated,42.53,1447357483.44,Technology
2872,SYNC,"Synacor, Inc.",2,77372136,Technology
2873,SYNH,"Syneos Health, Inc.",39.15,4085105653.8,Health Care
2874,SYNL,Synalloy Corporation,13.55,118271147.9,Basic Industries
2875,SYNT,"Syntel, Inc.",22.73,1883269078.81,Technology
2876,SYPR,"Sypris Solutions, Inc.",1.43,30633570.11,Capital Goods
2877,SYRS,"Syros Pharmaceuticals, Inc.",9.53,250605035.08,Health Care
2878,TA,TravelCenters of America LLC,4.25,167943769.25,Consumer Durables
2879,TACO,"Del Taco Restaurants, Inc.",12.71,491587644.14,Consumer Services
2880,TACOW,"Del Taco Restaurants, Inc.",3.3835,0,Consumer Services
2881,TACT,TransAct Technologies Incorporated,14.95,110118904.35,Technology
2882,TAIT,Taitron Components Incorporated,1.6,8913355.2,Consumer Non-Durables
2883,TANH,Tantech Holdings Ltd.,2.67,76637656.14,Basic Industries
2884,TANNI,TravelCenters of America LLC,24.47,0,Consumer Durables
2885,TANNL,TravelCenters of America LLC,24.27,0,Consumer Durables
2886,TANNZ,TravelCenters of America LLC,24.522,0,Consumer Durables
2887,TAPR,Barclays Inverse US Treasury Composite ETN,26.07,17730207,Finance
2888,TAST,"Carrols Restaurant Group, Inc.",12.35,446560080.85,Consumer Services
2889,TATT,TAT Technologies Ltd.,10.5,92904294,Capital Goods
2890,TAX,"Liberty Tax, Inc.",10.35,131273904.15,Miscellaneous
2891,TAYD,"Taylor Devices, Inc.",11.75,40605203.5,Capital Goods
2892,TBBK,"The Bancorp, Inc.",10.78,601105197,Finance
2893,TBK,"Triumph Bancorp, Inc.",38.75,806792243.75,Finance
2894,TBNK,Territorial Bancorp Inc.,30.62,303599075.96,Finance
2895,TBPH,"Theravance Biopharma, Inc.",25.81,1396408186.18,Health Care
2896,TCBI,"Texas Capital Bancshares, Inc.",95.8,4755832355.2,Finance
2897,TCBIL,"Texas Capital Bancshares, Inc.",25.42,0,Finance
2898,TCBIP,"Texas Capital Bancshares, Inc.",25.47,152820000,Finance
2899,TCBIW,"Texas Capital Bancshares, Inc.",68.2636,0,Finance
2900,TCBK,TriCo Bancshares,37.42,859013520,Finance
2901,TCCO,Technical Communications Corporation,9.25,17018862.25,Technology
2902,TCFC,The Community Financial Corporation,36.85,205101977.85,Finance
2903,TCGP,The Carlyle Group L.P.,23.95,0,Finance
2904,TCMD,"Tactile Systems Technology, Inc.",31.55,558491348.3,Health Care
2905,TCON,"TRACON Pharmaceuticals, Inc.",2.9,51330000,Health Care
2906,TCPC,TCP Capital Corp.,15.31,900111092.84,n/a
2907,TCRD,"THL Credit, Inc.",8.65,282626553.5,n/a
2908,TCX,Tucows Inc.,54.75,579467375.25,Technology
2909,TDIV,First Trust NASDAQ Technology Dividend Index Fund,37.05,876417750,n/a
2910,TEAM,Atlassian Corporation Plc,53.26,12255346656.18,Technology
2911,TECD,Tech Data Corporation,101.13,3858436857.81,Technology
2912,TECH,Bio-Techne Corp,140.02,5245454163.56,Health Care
2913,TEDU,"Tarena International, Inc.",13.52,469854895.12,Consumer Services
2914,TELL,Tellurian Inc.,11.56,2589910734.76,Energy
2915,TENX,"Tenax Therapeutics, Inc.",0.325,9176951.875,Health Care
2916,TERP,"TerraForm Power, Inc.",10.98,1627504230.42,Public Utilities
2917,TESS,TESSCO Technologies Incorporated,22.8,191022025.2,Consumer Non-Durables
2918,TFSL,TFS Financial Corporation,15.1,4243892463.1,Finance
2919,TGA,TransGlobe Energy Corporation,1.46,105419838.74,Energy
2920,TGEN,Tecogen Inc.,2.28,56371613.76,Capital Goods
2921,TGLS,Tecnoglass Inc.,9.29,318151146.25,Consumer Durables
2922,TGTX,"TG Therapeutics, Inc.",11.3,798370617.1,Health Care
2923,THFF,First Financial Corporation Indiana,46.4,567182000,Finance
2924,THRM,Gentherm Inc,32,1173776896,Capital Goods
2925,THST,"Truett-Hurst, Inc.",1.82,8117969.86,Consumer Non-Durables
2926,TICC,TICC Capital Corp.,5.47,281592367.23,n/a
2927,TICCL,TICC Capital Corp.,25.59,0,n/a
2928,TIG,TiGenix,43.08,50207069.04,Health Care
2929,TIL,Till Capital Ltd.,4.2,13821712.8,Finance
2930,TILE,"Interface, Inc.",25.35,1527373573.05,Consumer Durables
2931,TIPT,Tiptree Inc.,6.1,230912340.2,Finance
2932,TISA,"Top Image Systems, Ltd.",1.12,20084097.6,Technology
2933,TITN,Titan Machinery Inc.,21.15,467301001.5,Consumer Services
2934,TIVO,TiVo Corporation,13.85,1690447900,Miscellaneous
2935,TLF,"Tandy Leather Factory, Inc.",7.22,66935623.64,Consumer Non-Durables
2936,TLGT,"Teligent, Inc.",3,160200843,Health Care
2937,TLND,Talend S.A.,38.48,723476948.48,Technology
2938,TLT,iShares 20+ Year Treasury Bond ETF,120.7,6879900000,n/a
2939,TMUS,"T-Mobile US, Inc.",63.79,53070989811.42,Public Utilities
2940,TNAV,"Telenav, Inc.",5.65,250363726.6,Capital Goods
2941,TNDM,"Tandem Diabetes Care, Inc.",2.72,27522752.48,Health Care
2942,TNTR,"Tintri, Inc.",5.38,168523641.86,Technology
2943,TNXP,Tonix Pharmaceuticals Holding Corp.,3.63,28423045.2,Health Care
2944,TOCA,Tocagen Inc.,13.39,265248522.11,Health Care
2945,TOPS,TOP Ships Inc.,0.2189,13067194.1279,Transportation
2946,TORC,"resTORbio, Inc.",16.75,455538276.25,Health Care
2947,TORM          ,TOR Minerals International Inc,5.3768,19043028.6904,Basic Industries
2948,TOUR,Tuniu Corporation,8.07,287381326.83,Consumer Services
2949,TOWN,Towne Bank,30.55,1913128403.55,n/a
2950,TPIC,"TPI Composites, Inc.",19.95,678499799.25,Energy
2951,TPIV,TapImmune Inc.,3.7,39241178.8,Health Care
2952,TQQQ,ProShares UltraPro QQQ,172.72,3264408000,n/a
2953,TRCB,Two River Bancorp,17.92,151548185.6,Finance
2954,TRCH,"Torchlight Energy Resources, Inc.",1.19,71652202.65,Energy
2955,TREE,"LendingTree, Inc.",370.6,4435636538.8,Finance
2956,TRHC,"Tabula Rasa HealthCare, Inc.",35.71,637387754.29,Miscellaneous
2957,TRIB,Trinity Biotech plc,5.45,130556090.7,Health Care
2958,TRIL,Trillium Therapeutics Inc.,7.9,103864491.6,Health Care
2959,TRIP,"TripAdvisor, Inc.",34.62,4808004100.98,Technology
2960,TRMB,Trimble Inc.,44.45,11063454314.5,Capital Goods
2961,TRMD,TORM plc,2.12,0,Transportation
2962,TRMK,Trustmark Corporation,32.21,2182101687.74,Finance
2963,TRMT,Tremont Mortgage Trust,15.08,46749508,n/a
2964,TRNC,"tronc, Inc.",20.26,680704597,Consumer Services
2965,TRNS,"Transcat, Inc.",15.7,112127735.8,Capital Goods
2966,TROV,"TrovaGene, Inc.",0.2675,14121002.1275,Health Care
2967,TROW,"T. Rowe Price Group, Inc.",112.16,27177493637.76,Finance
2968,TRPX,Therapix Biosciences Ltd.,6.055,12365648.155,Health Care
2969,TRS,TriMas Corporation,26.95,1232185262,Capital Goods
2970,TRST,TrustCo Bank Corp NY,8.8,847343200,Finance
2971,TRUE,"TrueCar, Inc.",11.75,1174841574.75,Technology
2972,TRUP,"Trupanion, Inc.",34.1,1024357316.4,Health Care
2973,TRVG,trivago N.V.,7.88,243548050.44,Technology
2974,TRVN,"Trevena, Inc.",1.61,100304579.41,Health Care
2975,TSBK,"Timberland Bancorp, Inc.",28.19,207684948.13,Finance
2976,TSC,"TriState Capital Holdings, Inc.",24.25,693261449.25,Finance
2977,TSCO,Tractor Supply Company,71.44,8970318164.16,Consumer Services
2978,TSEM,Tower Semiconductor Ltd.,33.44,3292426056.48,Technology
2979,TSG,The Stars Group Inc.,25.7,3802260361.8,Technology
2980,TSLA,"Tesla, Inc. ",349.25,58697537703.75,Capital Goods
2981,TSRI,"TSR, Inc.",6.45,12655299.9,Technology
2982,TSRO,"TESARO, Inc.",63.4,3447814235.2,Health Care
2983,TST,"TheStreet, Inc.",1.31,64208241.75,Consumer Services
2984,TTD,"The Trade Desk, Inc.",45.83,1882447176.46,Technology
2985,TTEC,"TTEC Holdings, Inc.",39.85,1827087192.9,Technology
2986,TTEK,"Tetra Tech, Inc.",53,2964325245,Consumer Services
2987,TTGT,"TechTarget, Inc.",15.8,436039504.6,Miscellaneous
2988,TTMI,"TTM Technologies, Inc.",16.94,1724752503.32,Technology
2989,TTNP,"Titan Pharmaceuticals, Inc.",1.35,28625054.4,Health Care
2990,TTOO,"T2 Biosystems, Inc.",4.92,176258803.2,Health Care
2991,TTPH,"Tetraphase Pharmaceuticals, Inc.",5.53,284322909.43,Health Care
2992,TTS,"Tile Shop Hldgs, Inc.",8.95,466814681.75,Consumer Services
2993,TTWO,"Take-Two Interactive Software, Inc.",124.64,14215575517.28,Technology
2994,TUES,Tuesday Morning Corp.,3.05,139814955.45,Consumer Services
2995,TUR,iShares MSCI Turkey ETF,45.7,393020000,n/a
2996,TURN,180 Degree Capital Corp.,1.88,58508536.56,Finance
2997,TUSA,First Trust Total US Market AlphaDEX ETF,34.2507,15412883.5014,n/a
2998,TUSK,"Mammoth Energy Services, Inc.",23.76,1057372818.48,Energy
2999,TVIX,VelocityShares Daily 2x VIX Short-Term ETN,5.89,232705612.77,Finance
3000,TVIZ,VelocityShares Daily 2x VIX Medium-Term ETN,8.84,4710818.32,Finance
3001,TVTY,"Tivity Health, Inc.",38.1,1509403928.1,Health Care
3002,TWIN,"Twin Disc, Incorporated",29.57,342775765.27,Technology
3003,TWMC,Trans World Entertainment Corp.,1.705,61736079.02,Consumer Services
3004,TWNK,"Hostess Brands, Inc.",13.66,1776222913.6,Consumer Non-Durables
3005,TWNKW,"Hostess Brands, Inc.",1.8807,0,Consumer Non-Durables
3006,TWOU,"2U, Inc.",73.53,3839908880.79,Technology
3007,TXMD,"TherapeuticsMD, Inc.",5.56,1203348809.52,Health Care
3008,TXN,Texas Instruments Incorporated,110.08,108226112117.76,Technology
3009,TXRH,"Texas Roadhouse, Inc.",58.98,4193844560.7,Consumer Services
3010,TYHT,"Shineco, Inc.",1.9,39964736.8,Consumer Non-Durables
3011,TYME,"Tyme Technologies, Inc.",4.22,376934902.74,Health Care
3012,TYPE,Monotype Imaging Holdings Inc.,24.65,1028751974,Technology
3013,TZOO,Travelzoo,6.15,76638550.95,Technology
3014,UAE,iShares MSCI UAE ETF,17.65,45007500,n/a
3015,UBCP,"United Bancorp, Inc.",12.92,70224127.68,Finance
3016,UBFO,United Security Bancshares,11.15,188274607.25,Finance
3017,UBIO,Proshares UltraPro Nasdaq Biotechnology,40.42,44458564.3,n/a
3018,UBNK,"United Financial Bancorp, Inc. ",16.81,854804435.88,Finance
3019,UBNT,"Ubiquiti Networks, Inc.",79.85,6215691445.45,Technology
3020,UBOH,"United Bancshares, Inc.",22.15,72378292.45,Finance
3021,UBSH,Union Bankshares Corporation,38.24,2513311419.04,Finance
3022,UBSI,"United Bankshares, Inc.",36.95,3879470029.85,Finance
3023,UCBA,United Community Bancorp,20.65,86752983.45,Finance
3024,UCBI,"United Community Banks, Inc.",31.87,2472460609.07,Finance
3025,UCFC,United Community Financial Corp.,9.81,488539236.06,Finance
3026,UCTT,"Ultra Clean Holdings, Inc.",21.21,714192452.4,Technology
3027,UDBI,Legg Mason US Diversified Core ETF,32.965,3428360,n/a
3028,UEIC,Universal Electronics Inc.,45.75,654488016.75,Consumer Non-Durables
3029,UEPS,"Net 1 UEPS Technologies, Inc.",12.23,696225722.08,Finance
3030,UFCS,"United Fire Group, Inc",43.83,1090387092.69,Finance
3031,UFPI,"Universal Forest Products, Inc.",37.17,2273844902.49,Basic Industries
3032,UFPT,"UFP Technologies, Inc.",29.15,211852347.3,Capital Goods
3033,UG,"United-Guardian, Inc.",18.85,86602913.15,Consumer Non-Durables
3034,UGLD,VelocityShares 3x Long Gold ETN,12.26,120952476.68,Finance
3035,UHAL,Amerco,365.19,7160568099.72,Consumer Services
3036,UIHC,United Insurance Holdings Corp.,19.29,824715092.16,Finance
3037,ULBI,Ultralife Corporation,6.9,107829839.7,Miscellaneous
3038,ULH,"Universal Logistics Holdings, Inc.",23.65,671451809.05,Transportation
3039,ULTA,"Ulta Beauty, Inc.",219.4,13381729927.2,Consumer Services
3040,ULTI,"The Ultimate Software Group, Inc.",224.69,6712791479.79,Technology
3041,UMBF,UMB Financial Corporation,77,3839780021,Finance
3042,UMPQ,Umpqua Holdings Corporation,22.1,4865292900,Finance
3043,UNAM,Unico American Corporation,8.5,45110630.5,Finance
3044,UNB,"Union Bankshares, Inc.",52.05,232274270.1,Finance
3045,UNFI,"United Natural Foods, Inc.",46.09,2322976098.3,Consumer Non-Durables
3046,UNIT,Uniti Group Inc.,15.55,2728448110.55,Consumer Services
3047,UNTY,"Unity Bancorp, Inc.",20.65,218967726.6,Finance
3048,UONE,"Urban One, Inc. ",1.7,82429433.4,Consumer Services
3049,UONEK,"Urban One, Inc. ",1.7,82429433.4,Consumer Services
3050,UPL,Ultra Petroleum Corp.,6.17,1211459361.12,Energy
3051,UPLD,"Upland Software, Inc.",23.06,479088356.86,Technology
3052,URBN,"Urban Outfitters, Inc.",33.68,3645808503.28,Consumer Services
3053,URGN,UroGen Pharma Ltd.,49.91,686331874.9,Health Care
3054,USAK,"USA Truck, Inc.",20.08,166621410.32,Transportation
3055,USAP,"Universal Stainless & Alloy Products, Inc.",25.64,185333022.28,Basic Industries
3056,USAT,"USA Technologies, Inc.",8.3,445045153.4,Miscellaneous
3057,USATP,"USA Technologies, Inc.",24.5,10904043.5,Miscellaneous
3058,USAU,U.S. Gold Corp.,2.63,37846297.01,n/a
3059,USCR,"U S Concrete, Inc.",79.55,1324456269.8,Capital Goods
3060,USEG,U.S. Energy Corp.,1.53,9154751.94,Energy
3061,USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio,31.8187,155911661.8187,n/a
3062,USLM,"United States Lime & Minerals, Inc.",76.95,429125218.2,Basic Industries
3063,USLV,VelocityShares 3x Long Silver ETN,11.97,268037782.11,Finance
3064,USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,27.62,1135182027.62,n/a
3065,USOI,X-Links Crude Oil Shares Covered Call ETN,28.6244,0,Finance
3066,UTHR,United Therapeutics Corporation,136.49,5897876623.97,Health Care
3067,UTMD,"Utah Medical Products, Inc.",89.8,334109880,Health Care
3068,UTSI,UTStarcom Holdings Corp,5.97,211633425.45,Consumer Durables
3069,UVSP,Univest Corporation of Pennsylvania,28,821376052,Finance
3070,VALU,"Value Line, Inc.",19.49,189063037.35,Finance
3071,VALX,Validea Market Legends ETF,29.9599,25462319.812,n/a
3072,VBFC,Village Bank and Trust Financial Corp.,30.5,43641047,Finance
3073,VBIV,"VBI Vaccines, Inc.",4.01,256955911.81,Health Care
3074,VBLT,Vascular Biogenics Ltd.,6.55,178320907.3,Health Care
3075,VBND,Vident Core U.S. Bond Strategy Fund,48.42,416412000,n/a
3076,VBTX,"Veritex Holdings, Inc.",28.87,695729988.66,Finance
3077,VC,Visteon Corporation,127.93,3978473321.9,Capital Goods
3078,VCEL,Vericel Corporation,8.15,284498480.35,Health Care
3079,VCIT,Vanguard Intermediate-Term Corporate Bond ETF,85.81,19043071987.41,n/a
3080,VCLT,Vanguard Long-Term Corporate Bond ETF,93.48,2393488935.72,n/a
3081,VCSH,Vanguard Short-Term Corporate Bond ETF,78.82,21544409019.42,n/a
3082,VCYT,"Veracyte, Inc.",6.29,214110612.47,Health Care
3083,VDSI,"VASCO Data Security International, Inc.",14.7,590499690.9,Technology
3084,VDTH,Videocon d2h Limited,8.68,325499140.68,Consumer Services
3085,VEAC,Vantage Energy Acquisition Corp.,9.74,156002385.28,Finance
3086,VEACU,Vantage Energy Acquisition Corp.,10.2,0,Finance
3087,VEACW,Vantage Energy Acquisition Corp.,1.19,0,Finance
3088,VECO,Veeco Instruments Inc.,16.55,799396593.95,Technology
3089,VEON,VEON Ltd.,3.78,5600686238.28,Public Utilities
3090,VERI,"Veritone, Inc.",18.1,291004053.2,Technology
3091,VERU,Veru Inc.,1.26,67426311.96,Basic Industries
3092,VGIT,Vanguard Intermediate-Term Treasury ETF,62.71,1658754187.61,n/a
3093,VGLT,Vanguard Long-Treasury ETF,74.31,606911468.52,n/a
3094,VGSH,Vanguard Short-Term Treasury ETF,60.01,1914169935.16,n/a
3095,VIA,Viacom Inc.,38.95,15668350090.25,Consumer Services
3096,VIAB,Viacom Inc.,33.21,11539150319.52,Consumer Services
3097,VIAV,Viavi Solutions Inc.,8.67,1971744170.91,Technology
3098,VICL,Vical Incorporated,1.46,28701589.58,Health Care
3099,VICR,Vicor Corporation,18.35,721877164.25,Capital Goods
3100,VIDI,Vident International Equity Fund,29.71,0,n/a
3101,VIGI,Vanguard International Dividend Appreciation ETF,68.61,872878032.15,n/a
3102,VIIX,VelocityShares VIX Short-Term ETN,12.26,10227206.18,Finance
3103,VIIZ,VelocityShares VIX Medium-Term ETN,6.03,994950,Finance
3104,VIRC,Virco Manufacturing Corporation,4.6752,71799182.9664,Consumer Durables
3105,VIRT,"Virtu Financial, Inc.",19.75,3697430601,Finance
3106,VIVE,"Viveve Medical, Inc.",4.24,82367999.6,Health Care
3107,VIVO,Meridian Bioscience Inc.,15.55,657882278.1,Health Care
3108,VKTX,"Viking Therapeutics, Inc.",5.31,190188822.24,Health Care
3109,VKTXW,"Viking Therapeutics, Inc.",3.89,0,Health Care
3110,VLGEA,"Village Super Market, Inc.",23.29,335155466.99,Consumer Services
3111,VLRX,"Valeritas Holdings, Inc.",3.3399,23822778.6018,Health Care
3112,VMBS,Vanguard Mortgage-Backed Securities ETF,51.6,4918831404,n/a
3113,VNDA,Vanda Pharmaceuticals Inc.,16.5,741304162.5,Health Care
3114,VNET,"21Vianet Group, Inc.",8.95,548725251.8,Technology
3115,VNOM,Viper Energy Partners LP,24.86,2831107638.7,Energy
3116,VNQI,Vanguard Global ex-U.S. Real Estate ETF,63.37,6152479297.37,n/a
3117,VOD,Vodafone Group Plc,30.81,14332868074.2,Public Utilities
3118,VONE,Vanguard Russell 1000 ETF,129.11,832759500,n/a
3119,VONG,Vanguard Russell 1000 Growth ETF,147.13,1681211989.43,n/a
3120,VONV,Vanguard Russell 1000 Value ETF,112.94,1375044500,n/a
3121,VOXX,VOXX International Corporation,5.75,139144560.5,Consumer Non-Durables
3122,VRA,"Vera Bradley, Inc.",9.32,330699080.88,Consumer Non-Durables
3123,VRAY,"ViewRay, Inc.",9.02,608437749.92,Health Care
3124,VREX,Varex Imaging Corporation,43.43,1639604147.43,Capital Goods
3125,VRIG,PowerShares Variable Rate Investment Grade Portfolio,25.2,263340025.2,n/a
3126,VRML,"Vermillion, Inc.",1.429,85738210.892,Health Care
3127,VRNA,Verona Pharma plc,12.1,101854533,Health Care
3128,VRNS,"Varonis Systems, Inc.",55.35,1540874757.15,Technology
3129,VRNT,Verint Systems Inc.,41.2,2627785893.2,Technology
3130,VRSK,"Verisk Analytics, Inc.",100.26,16512011097.12,Technology
3131,VRSN,"VeriSign, Inc.",114.7,11305990699.4,Technology
3132,VRTS,"Virtus Investment Partners, Inc.",129.6,927678744,Finance
3133,VRTSP,"Virtus Investment Partners, Inc.",110.331,0,Finance
3134,VRTU,Virtusa Corporation,45.02,1322030308,Technology
3135,VRTX,Vertex Pharmaceuticals Incorporated,172.99,43749663675.52,Health Care
3136,VSAR,"Versartis, Inc.",1.975,70723389.225,Health Care
3137,VSAT,"ViaSat, Inc.",75.87,4418456212.26,Technology
3138,VSDA,VictoryShares Dividend Accelerator ETF,29.4396,0,n/a
3139,VSEC,VSE Corporation,49.33,534659998.55,Consumer Services
3140,VSMV,VictoryShares US Multi-Factor Minimum Volatility ETF,28.77,0,n/a
3141,VSTM,"Verastem, Inc.",3.55,149506084.5,Health Care
3142,VTC,Vanguard Total Corporate Bond ETF,83.8,39805000,n/a
3143,VTGN,"VistaGen Therapeutics, Inc.",1.24,27092727.76,Health Care
3144,VTHR,Vanguard Russell 3000 ETF,128.61,372969000,n/a
3145,VTIP,Vanguard Short-Term Inflation-Protected Securities Index Fund,48.64,4675131512.32,n/a
3146,VTL,"Vital Therapies, Inc.",5.95,251133887.2,Health Care
3147,VTNR,"Vertex Energy, Inc",1.0601,34620932.3776,Energy
3148,VTVT,vTv Therapeutics Inc.,7.83,256921875,Health Care
3149,VTWG,Vanguard Russell 2000 Growth ETF,141.14,243466500,n/a
3150,VTWO,Vanguard Russell 2000 ETF,125.83,1330652250,n/a
3151,VTWV,Vanguard Russell 2000 Value ETF,110.608,193564000,n/a
3152,VUSE,Vident Core US Equity ETF,34.57,525464000,n/a
3153,VUZI,Vuzix Corporation,8.7,193174025.7,Technology
3154,VVPR,VivoPower International PLC,2.25,30504096,Public Utilities
3155,VVUS,"VIVUS, Inc.",0.4189,44383897.6916,Health Care
3156,VWOB,Vanguard Emerging Markets Government Bond ETF,79.58,995865313.7,n/a
3157,VXUS,Vanguard Total International Stock ETF,60.01,11267720940.55,n/a
3158,VYGR,"Voyager Therapeutics, Inc.",19.315,608754312.385,Health Care
3159,VYMI,Vanguard International High Dividend Yield ETF,71.16,861341774.52,n/a
3160,WABC,Westamerica Bancorporation,59.95,1579416921.5,Finance
3161,WAFD,"Washington Federal, Inc.",36.1,3103649306.5,Finance
3162,WAFDW,"Washington Federal, Inc.",19.99,0,Finance
3163,WASH,"Washington Trust Bancorp, Inc.",54.9,945426257.1,Finance
3164,WATT,Energous Corporation,19.23,427169239.47,Technology
3165,WB,Weibo Corporation,130.1,8337757599.9,Technology
3166,WBA,"Walgreens Boots Alliance, Inc.",76.06,75350271742.22,Health Care
3167,WCFB,"WCF Bancorp, Inc.",10.22,26178959.24,Finance
3168,WDAY,"Workday, Inc.",119.03,24996300000,Technology
3169,WDC,Western Digital Corporation,87.65,25925697067.7,Technology
3170,WDFC,WD-40 Company,122.9,1717430654.8,Basic Industries
